delta_gap,linear_separability,uniformity_a,uniformity_b,alignment,top5_retrieval_acc,pair,other_modality,n_train,n_test,n_top_genes,seed,elapsed_sec
0.08018763867207208,0.7694566230812917,-3.343552165027347,-3.386812988937508,0.706696410894235,0.1821857862959065,cite,ADT,72208,18053,2000,0,40.0
0.08499585517915383,0.7777100590982998,-3.3389997668810345,-3.389593048070285,0.7146907259103862,0.1866725751952584,cite,ADT,72208,18053,2000,1,36.7
0.08624987566628052,0.8013072889539423,-3.3439342272910015,-3.387068954795356,0.7088484715378762,0.1841245222400709,cite,ADT,72208,18053,2000,2,37.4
0.08804740422487066,0.8397111913357401,-3.406399972247284,-3.3184463748394286,0.6118543424002575,0.248014440433213,multiome,ATAC,55399,13850,2000,0,29.0
0.08900598028109613,0.854332129963899,-3.3979332252505055,-3.311192704933608,0.607048592750955,0.25046931407942236,multiome,ATAC,55399,13850,2000,1,30.8
0.09191253117892864,0.8407220216606497,-3.417771844164941,-3.3274943486198576,0.6207991019580955,0.2475812274368231,multiome,ATAC,55399,13850,2000,2,34.5
