delta_gap,linear_separability,uniformity_a,uniformity_b,alignment,top5_retrieval_acc,pair,other_modality,n_train,n_test,n_top_genes,gex_pca_n_components,cca_n_components,seed,elapsed_sec
0.04671831545552296,0.5304936320114059,-3.5882140204152,-3.217330436832611,0.8316370594122995,0.06176258793552318,cite,ADT,72208,18053,2000,100,32,0,85.9
0.15591790659893287,0.679205776173285,-3.6714556729282584,-3.411069152423093,0.7618083266913075,0.12310469314079422,multiome,ATAC,55399,13850,2000,100,32,0,332.5
