delta_gap,linear_separability,uniformity_a,uniformity_b,alignment,top5_retrieval_acc,r2_modality,r2_batch,r2_batch_pvalue,celltype_silhouette,pair,other_modality,harmony,condition
0.04671831545552296,0.5304936320114059,-3.5882140204152,-3.217330436832611,0.8316370594122995,0.06176258793552318,1.7035679919041596e-05,0.10184862674639866,0.005,0.08981341123580933,cite,ADT,False,full
0.04768094618071088,0.5577743129049396,-3.5860364572690804,-3.006467272655715,0.9482413911277263,0.028139367418157646,4.001671352366954e-05,0.02206135825620963,0.005,0.09852372109889984,cite,ADT,True,full
0.15591790659893287,0.679205776173285,-3.6714556729282584,-3.411069152423093,0.7618083266913075,0.12310469314079422,0.0037660092814280257,0.085837113205669,0.005,0.05385825037956238,multiome,ATAC,False,full
0.1637532105745273,0.6838989169675089,-3.6572728555820437,-3.3556263993640405,0.8357584875186571,0.06989169675090252,0.004525634218958052,0.018921593315351655,0.005,0.05905457213521004,multiome,ATAC,True,full
0.047850430018757543,0.5312996389891697,-3.5748180744507514,-3.1867577862199337,0.8266100380270898,0.07422382671480145,2.362395163783603e-05,0.0996090814923251,0.005,0.09093596041202545,cite,ADT,False,_matchedN
0.048281705070305846,0.5469675090252708,-3.5742466485684226,-2.9792372949622132,0.9432522027669646,0.035740072202166066,2.053928960745269e-05,0.022037833038967027,0.005,0.09819123148918152,cite,ADT,True,_matchedN
0.15591790659893287,0.679205776173285,-3.6714556729282584,-3.411069152423093,0.7618083266913075,0.12310469314079422,0.0037660092814280257,0.085837113205669,0.005,0.05385825037956238,multiome,ATAC,False,_matchedN
0.1637532105745273,0.6838989169675089,-3.6572728555820437,-3.3556263993640405,0.8357584875186571,0.06989169675090252,0.004525634218958052,0.018921593315351655,0.005,0.05905457213521004,multiome,ATAC,True,_matchedN
