condition,n_pairs,mean_sim,std_sim,null_pvalue
true_pair,2000,0.6471564173698425,0.09096400439739227,0.001996007984031936
random_pair,2000,0.009370166808366776,0.19766195118427277,
same_type_diff_object,2000,0.41229358315467834,0.20243598520755768,0.001996007984031936
same_lineage_diff_type,2000,0.17130018770694733,0.24466173350811005,0.001996007984031936
diff_lineage,2000,-0.003431284101679921,0.16786600649356842,1.0
