seed,model,recall@5,hitrate@5,ndcg@5,recall@10,hitrate@10,ndcg@10,recall@20,hitrate@20,ndcg@20,mrr,evaluated_positives,catalog_coverage@10,candidate_coverage@10,unique_recommended@10,long_tail_recall@10,long_tail_positive_count,mean_train_positive_popularity@10,long_tail_popularity_threshold,best_val_bpr_loss,validation_ndcg@10,validation_recall@10,selected_by_validation
42,frozen_concat,0.6538461538461539,0.6538461538461539,0.4696524314551218,0.8025841346153846,0.8025841346153846,0.5182134211818499,0.8916266025641025,0.8916266025641025,0.5410023315816097,0.4382907281846823,9984,0.1595573203333857,0.2673847876931186,8117,0.2713178294573643,645,123.4726061698718,1.0,0.5694029617484396,0.526003775332502,0.8132,True
42,synthetic_fusion_tuned,0.2946714743589743,0.2946714743589743,0.1999709977327324,0.4260817307692308,0.4260817307692308,0.2422629188710517,0.5884415064102564,0.5884415064102564,0.2832398190178373,0.2080502775059608,9984,0.3703019342663941,0.6205488025826004,18838,0.2186046511627907,645,58.57796474358975,1.0,0.6029189341711689,0.2438124184016839,0.4256,False
42,synthetic_partial_adapter,0.2077323717948718,0.2077323717948718,0.1384510024653918,0.3217147435897436,0.3217147435897436,0.1750743239951504,0.4720552884615384,0.4720552884615384,0.2128001382377816,0.1537230004891262,9984,0.4288016983802484,0.7185822050927299,21814,0.2031007751937984,645,42.48630809294872,1.0,0.6347280361238992,0.1793904824016354,0.3244,False
