app_id,row
43190,1790
230150,1791
250380,1792
257690,1793
310470,1794
319760,1795
324344,1796
359610,1797
373340,1798
388293,1799
393220,1800
405820,1801
429330,1802
434730,1803
461430,1804
463980,1805
577480,1806
587520,1807
588690,1808
598430,1809
601050,1810
630140,1811
698700,1812
727570,1813
751500,1814
802120,1815
803150,1816
820910,1817
822990,1818
953690,1819
1008920,1820
1018900,1821
1048950,1822
1063520,1823
1087120,1824
1116210,1825
15740,1826
1135300,1827
1153460,1828
1174631,1829
1192340,1830
1193340,1831
1198290,1832
1211209,1833
1289340,1834
1294770,1835
1337100,1836
1346830,1837
1379900,1838
1401480,1839
336370,1840
1440440,1841
1444650,1842
1449450,1843
1457520,1844
1473840,1845
94202,1846
108726,1847
1490980,1848
1494840,1849
1497230,1850
1506340,1851
1517217,1852
1518790,1853
1531490,1854
1592290,1855
1602930,1856
1664240,1857
1712890,1858
1826860,1859
1838970,1860
295750,1861
1848710,1862
2024230,1863
2064580,1864
2076260,1865
2109850,1866
2158180,1867
2219520,1868
38150,1869
78000,1870
91200,1871
210230,1872
231740,1873
235540,1874
254860,1875
278460,1876
294530,1877
297644,1878
299070,1879
301200,1880
1250740,1881
326840,1882
1284210,1883
334270,1884
347800,1885
353090,1886
395990,1887
398170,1888
402880,1889
446310,1890
458000,1891
514170,1892
528052,1893
554620,1894
556650,1895
571410,1896
585190,1897
586880,1898
588300,1899
616560,1900
621080,1901
623070,1902
631900,1903
2177500,1904
654910,1905
685680,1906
713560,1907
721260,1908
761350,1909
800342,1910
858690,1911
867180,1912
873610,1913
893690,1914
899970,1915
932210,1916
964210,1917
964440,1918
965300,1919
976890,1920
207020,1921
1009960,1922
1024400,1923
312280,1924
1038370,1925
1076750,1926
1078280,1927
1108090,1928
1144500,1929
1227890,1930
1242776,1931
1252240,1932
1255151,1933
1294450,1934
1304640,1935
1323470,1936
1693260,1937
1342620,1938
1342740,1939
1343670,1940
1387560,1941
1402920,1942
1424830,1943
1262572,1944
1437500,1945
1442070,1946
1485120,1947
1527060,1948
1532250,1949
1558210,1950
1612210,1951
1621476,1952
1638340,1953
1646030,1954
1676380,1955
1687590,1956
208690,1957
393830,1958
1769640,1959
1771540,1960
1804680,1961
1898290,1962
1960400,1963
499440,1964
266410,1965
2000270,1966
2026550,1967
2054090,1968
2072170,1969
2074480,1970
3390,1971
6090,1972
13000,1973
20700,1974
31920,1975
45200,1976
233190,1977
1837920,1978
242840,1979
258760,1980
263560,1981
285840,1982
292230,1983
966330,1984
337320,1985
342280,1986
343440,1987
356650,1988
374850,1989
383270,1990
393200,1991
407300,1992
420100,1993
420290,1994
650440,1995
435840,1996
443810,1997
460630,1998
465360,1999
482300,2000
485870,2001
613100,2002
517710,2003
527340,2004
544610,2005
556050,2006
575680,2007
588190,2008
599590,2009
600720,2010
606480,2011
641780,2012
1829582,2013
661130,2014
702350,2015
703940,2016
717490,2017
728740,2018
733460,2019
757030,2020
765900,2021
781010,2022
792120,2023
792160,2024
826010,2025
941490,2026
958400,2027
968870,2028
988172,2029
1003400,2030
1066852,2031
1080750,2032
1082250,2033
1094400,2034
1103100,2035
1114460,2036
1132760,2037
1138650,2038
1140120,2039
1171320,2040
1177660,2041
1208880,2042
1223860,2043
1249080,2044
1264170,2045
1265800,2046
1282730,2047
1324410,2048
1329540,2049
1329600,2050
1379020,2051
1380220,2052
1427890,2053
1522930,2054
1525190,2055
1542600,2056
1578960,2057
1581800,2058
1614890,2059
1252990,2060
1269370,2061
1674170,2062
1724920,2063
1767220,2064
1787100,2065
1813270,2066
1867070,2067
1887020,2068
1911900,2069
1996420,2070
2119940,2071
2138920,2072
6010,2073
11550,2074
12530,2075
203650,2076
220860,2077
223792,2078
251850,2079
1575450,2080
259530,2081
1284880,2082
269110,2083
273570,2084
275350,2085
292840,2086
297000,2087
318330,2088
320384,2089
326431,2090
329010,2091
354467,2092
363460,2093
375250,2094
416360,2095
432380,2096
433580,2097
434063,2098
435400,2099
446540,2100
446550,2101
446640,2102
448370,2103
452230,2104
461740,2105
503450,2106
529050,2107
546080,2108
552440,2109
567280,2110
585950,2111
615610,2112
629000,2113
636070,2114
698640,2115
724300,2116
745790,2117
767240,2118
781180,2119
787070,2120
953330,2121
1368950,2122
993110,2123
1017350,2124
1037560,2125
1049100,2126
1087424,2127
1106140,2128
1135450,2129
1141220,2130
1202460,2131
1217390,2132
1232130,2133
1257660,2134
1260800,2135
1272580,2136
1278210,2137
1347600,2138
1350350,2139
1353943,2140
1396440,2141
1839660,2142
1397030,2143
1404190,2144
1437810,2145
1469690,2146
1478720,2147
1479500,2148
1497020,2149
1501420,2150
1508270,2151
1511870,2152
1513510,2153
1553910,2154
1560270,2155
1590566,2156
1592110,2157
1712370,2158
1723190,2159
1728660,2160
1803960,2161
1836780,2162
1837260,2163
1879640,2164
1930730,2165
2061230,2166
2113490,2167
2162780,2168
2165690,2169
2171060,2170
2172170,2171
1439490,2172
238050,2173
265590,2174
270510,2175
292780,2176
302710,2177
304950,2178
340320,2179
359650,2180
1287601,2181
412270,2182
415000,2183
443460,2184
451780,2185
531180,2186
1253300,2187
544550,2188
548421,2189
552590,2190
580040,2191
583930,2192
584140,2193
594040,2194
637050,2195
681640,2196
684680,2197
685670,2198
691160,2199
696150,2200
725120,2201
735570,2202
748490,2203
2078157,2204
756500,2205
773500,2206
788210,2207
828740,2208
868423,2209
895140,2210
896715,2211
915310,2212
920630,2213
935580,2214
940310,2215
965990,2216
974650,2217
996370,2218
1009460,2219
1031120,2220
587470,2221
1070550,2222
1072640,2223
1097200,2224
72730,2225
1104450,2226
1114220,2227
1124140,2228
1132190,2229
1133950,2230
1150190,2231
1189440,2232
1195480,2233
1207480,2234
1213230,2235
1239050,2236
1281881,2237
1287602,2238
1310510,2239
1331210,2240
1336210,2241
1341160,2242
1344740,2243
1366610,2244
1382790,2245
1397470,2246
1411740,2247
1448030,2248
1461100,2249
1471521,2250
1482340,2251
1487390,2252
1500820,2253
1501490,2254
1504020,2255
1545430,2256
1549240,2257
1554620,2258
1587640,2259
1640470,2260
797660,2261
1623700,2262
1669170,2263
1711840,2264
1724010,2265
1726381,2266
1737340,2267
1744910,2268
1745170,2269
1763081,2270
1791790,2271
1802850,2272
1810960,2273
1815931,2274
1872751,2275
1874260,2276
1888350,2277
1890180,2278
1943310,2279
1952250,2280
2067570,2281
2075290,2282
2085800,2283
2090580,2284
2094190,2285
2143770,2286
2206340,2287
3010,2288
92800,2289
210770,2290
227380,2291
241300,2292
245930,2293
247910,2294
253030,2295
253840,2296
257371,2297
270790,2298
289420,2299
295690,2300
1947000,2301
302130,2302
316560,2303
316965,2304
321960,2305
327030,2306
337850,2307
