건축년도,계약기간,계약구분,계약일,계약월,계약연도,보증금_만원,전용면적_m2,층,주택유형,지번,건물명,월세금_만원,종전보증금_만원,종전월세_만원,법정동코드,읍면동,갱신요구권사용,_구,_조회연월,계약일자,계약연월,전월세구분,주택연령,면적구간,동그룹,주소,위도,경도,동북권_전환율(%),환산보증금_만원,면적라벨,면적당가격_만원,log_면적당가격,z_면적당가격,이상치후보,도로명주소,지하철역거리_m,최근접역,종전환산보증금_만원,is_basement,학교거리_m,SK미래관거리,보문역거리,log_전용면적,전월세구분_전세,주택유형_연립,동그룹_안암동,최근접역_안암역,면적라벨_소형,면적라벨_중형,data_split
2001,26.01~28.01,갱신,23,1,2023,2000,48.84,2,연립,'87-1,성종그린빌,60,8000.0,25.0,11290,안암동1가, ,성북구,202301,2023-01-23,2023-01,월세,22,33㎡ 초과,안암동,서울특별시 성북구 안암동1가 87-1,37.5885002460396,127.020243888353,4.5,18000.0,대형,368.55036855036855,5.912287046525402,0.0265711556763384,False,서울 성북구 고려대로7길 56-10,329.65675434854785,보문역,14666.666666666668,0,869.5720219062839,1017.2665265417684,330.18323887487173,3.888549649242504,0,1,1,0,0,0,train
2019,23.02~25.02,신규,28,1,2023,1000,19.62,2,다세대,'105-3,E.SVill,50,,,11290,안암동1가, ,성북구,202301,2023-01-28,2023-01,월세,4,20㎡ 이하,안암동,서울특별시 성북구 안암동1가 105-3,37.5879341880433,127.020558833338,4.5,14333.333333333334,소형,730.5470608222902,6.595161553076083,-1.1472557697396042,False,서울 성북구 고려대로7다길 5,270.4954149793068,보문역,,0,805.0197178822772,964.6844828426848,274.14946234955704,2.976549454137217,0,0,1,0,1,0,train
2012,24.02~25.02,신규,4,1,2023,2000,14.13,6,다세대,'12-24,(12-24),70,,,11290,안암동5가, ,성북구,202301,2023-01-04,2023-01,월세,11,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 12-24,37.5890048138564,127.029936464902,4.5,20666.666666666668,소형,1462.609105921208,7.2886606547171215,1.266895870351205,False,서울 성북구 고려대로27길 52-7,306.26710788830525,안암역,,0,525.5027062656495,525.5027062656495,978.315946177262,2.6483001966964363,0,0,1,1,1,0,train
1985,23.04~25.04,신규,8,1,2023,30000,111.54,3,연립,'54-3,(54-3),0,,,11290,안암동3가, ,성북구,202301,2023-01-08,2023-01,전세,38,33㎡ 초과,안암동,서울특별시 성북구 안암동3가 54-3,37.585388607642,127.023027545657,4.5,30000.0,대형,268.9618074233459,5.598280495005208,-0.64515211908878,False,서울 성북구 고려대로14길 24,267.0079737588122,보문역,,0,453.1904532749157,669.4808957237514,292.06942888916745,4.714383270961408,1,1,1,0,0,0,train
2012,23.02~24.02,신규,7,1,2023,2000,12.96,3,다세대,'15-55,큰소나무,63,,,11290,안암동5가, ,성북구,202301,2023-01-07,2023-01,월세,11,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 15-55,37.5876435799279,127.029636220866,4.5,18800.0,소형,1450.617283950617,7.280433582095404,1.238256466470412,False,서울 성북구 고려대로27길 27,152.75493553055347,안암역,,0,379.4999345617588,379.4999345617588,903.9568111992396,2.561867690924129,0,0,1,1,1,0,train
2005,23.01~25.01,신규,7,1,2023,1000,72.52,2,다세대,'47,기원빌라,65,,,11290,안암동3가, ,성북구,202301,2023-01-07,2023-01,월세,18,33㎡ 초과,안암동,서울특별시 성북구 안암동3가 47,37.5847449790216,127.022346229739,4.5,18333.333333333336,대형,252.8038242323957,5.536561623064308,-0.7771812203105252,False,서울 성북구 고려대로12길 32,224.6377446161844,보문역,,0,463.6152471243175,720.1867794485319,248.5261000462212,4.283862385886651,0,0,1,0,0,0,train
2013,23.03~24.02,신규,11,1,2023,1000,13.7,3,다세대,'110-6,E&I,60,,,11290,안암동5가, ,성북구,202301,2023-01-11,2023-01,월세,10,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 110-6,37.5812859176473,127.026938112,4.5,17000.0,소형,1240.8759124087592,7.124378348008386,0.695009909374026,False,서울 성북구 안암로 45,593.8686310018182,안암역,,0,168.44658047772734,459.1734550356916,793.9927513365587,2.617395832834079,0,0,1,1,1,0,train
2018,23.02~25.02,신규,6,1,2023,1000,14.67,3,다세대,'153-1,밀로바니,65,,,11290,안암동2가, ,성북구,202301,2023-01-06,2023-01,월세,5,20㎡ 이하,안암동,서울특별시 성북구 안암동2가 153-1,37.5860392528644,127.022360316217,4.5,18333.333333333336,소형,1249.715973642354,7.131471445234999,0.7197018120202335,False,서울 성북구 고려대로 28,214.91379352192595,보문역,,0,544.8687416035631,742.8538092609206,238.67775790395103,2.6858045921548905,0,0,1,0,1,0,train
2018,23.02~25.02,신규,31,1,2023,1000,14.67,3,다세대,'153-1,밀로바니,58,,,11290,안암동2가, ,성북구,202301,2023-01-31,2023-01,월세,5,20㎡ 이하,안암동,서울특별시 성북구 안암동2가 153-1,37.5860392528644,127.022360316217,4.5,16466.666666666668,소형,1122.4721654169507,7.024179316433703,0.3462053386988362,False,서울 성북구 고려대로 28,214.91379352192595,보문역,,0,544.8687416035631,742.8538092609206,238.67775790395103,2.6858045921548905,0,0,1,0,1,0,train
2011,23.02~24.02,신규,17,1,2023,1000,12.0,2,다세대,'102-93,theban,60,,,11290,안암동5가, ,성북구,202301,2023-01-17,2023-01,월세,12,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 102-93,37.585020856236,127.02900534872,4.5,17000.0,소형,1416.6666666666667,7.256767606585524,1.155872432437302,False,서울 성북구 고려대로22길 25,144.46380952790796,안암역,,0,154.17784345135172,154.17784345135172,820.3812049019632,2.4849066497880004,0,0,1,1,1,0,train
2012,23.02~25.02,신규,16,1,2023,2000,14.5,2,다세대,'251,더에덴하우스,42,,,11290,안암동1가, ,성북구,202301,2023-01-16,2023-01,월세,11,20㎡ 이하,안암동,서울특별시 성북구 안암동1가 251,37.587470114433,127.02141636101,4.5,13200.0,소형,910.3448275862067,6.8149213411034095,-0.3822461951968699,False,서울 성북구 보문로26길 49,247.94887045818595,보문역,,0,715.3587141964363,874.5907531004768,259.71937808765875,2.6741486494265287,0,0,1,0,1,0,train
2013,23.02~25.02,신규,3,1,2023,21000,31.88,2,다세대,'199,태영빌,0,,,11290,보문동5가, ,성북구,202301,2023-01-03,2023-01,전세,10,20㎡ 초과~33㎡ 이하,보문동,서울특별시 성북구 보문동5가 199,37.5816530339054,127.020389097902,4.5,21000.0,중형,658.7202007528231,6.491815806879946,-0.4060648085875285,False,서울 성북구 보문로17길 14,433.7324459743769,보문역,,0,596.3475761496918,938.3173047476604,438.4174188879834,3.461978853922014,1,0,0,0,0,1,train
2013,23.01~24.01,갱신,9,1,2023,1000,13.7,4,다세대,'110-6,E&I,56,1000.0,56.0,11290,안암동5가, ,성북구,202301,2023-01-09,2023-01,월세,10,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 110-6,37.5812859176473,127.026938112,4.5,15933.333333333334,소형,1163.0170316301703,7.059632260169019,0.4696211903735278,False,서울 성북구 안암로 45,593.8686310018182,안암역,15933.333333333334,0,168.44658047772734,459.1734550356916,793.9927513365587,2.617395832834079,0,0,1,1,1,0,train
2019,23.02~25.02,신규,2,1,2023,21000,22.93,3,다세대,'1,(1-0),0,,,11290,안암동3가, ,성북구,202301,2023-01-02,2023-01,전세,4,20㎡ 초과~33㎡ 이하,안암동,서울특별시 성북구 안암동3가 1,37.5848872840372,127.021657907378,4.5,21000.0,중형,915.8307893589184,6.820922928903236,0.2809019671853539,False,서울 성북구 고려대로8길 23,162.9308706233914,보문역,,0,524.8407681045904,781.8690399407386,186.4260778309082,3.132446096869813,1,0,1,0,0,1,train
2011,23.02~25.02,신규,5,1,2023,2000,19.92,2,다세대,'2-2,(2-2),37,,,11290,보문동2가, ,성북구,202301,2023-01-05,2023-01,월세,12,20㎡ 이하,보문동,서울특별시 성북구 보문동2가 2-2,37.5872920463973,127.017812694376,4.5,11866.666666666668,소형,595.7161981258367,6.391441620339972,-1.212060940083111,False,서울 성북구 지봉로23길 50,274.1288529809032,보문역,,0,951.2446356577402,1166.4026777308086,255.61189878310088,2.991724252156452,0,0,0,0,1,0,train
2014,23.02~25.02,신규,27,1,2023,1000,21.12,2,다세대,'367,동호빌,55,,,11290,보문동6가, ,성북구,202301,2023-01-27,2023-01,월세,9,20㎡ 초과~33㎡ 이하,보문동,서울특별시 성북구 보문동6가 367,37.5790715833329,127.020978553021,4.5,15666.666666666668,중형,741.7929292929293,6.6104173104414965,-0.054594007938993,False,서울 성북구 보문로13라길 10-13,724.5561482026494,보문역,,0,673.3733698394662,1020.7695847422764,729.9530572750207,3.050220458838061,0,0,0,0,0,1,train
2009,23.02~25.02,신규,16,1,2023,1000,23.05,3,다세대,'64-14,브라운힐,60,,,11290,보문동2가, ,성북구,202301,2023-01-16,2023-01,월세,14,20㎡ 초과~33㎡ 이하,보문동,서울특별시 성북구 보문동2가 64-14,37.5856569512716,127.017634437579,4.5,17000.0,중형,737.527114967462,6.604657817570208,-0.0716620341445032,False,서울 성북구 지봉로23길 13-22,209.1458695848564,보문역,,0,884.2999533409775,1143.6637587480527,184.0865759102006,3.1376657694426577,0,0,0,0,0,1,train
2017,23.02~25.02,신규,19,1,2023,1000,40.96,2,다세대,'257,예담,50,,,11290,안암동1가, ,성북구,202301,2023-01-19,2023-01,월세,6,33㎡ 초과,안암동,서울특별시 성북구 안암동1가 257,37.5875713021913,127.021381744077,4.5,14333.333333333334,대형,349.9348958333333,5.860600724305645,-0.0839963004927661,False,서울 성북구 고려대로7나길 14,256.28189450343564,보문역,,0,725.6451886923893,881.9633294670743,267.3157549089593,3.712595980731253,0,0,1,0,0,0,train
2017,23.02~25.02,신규,19,1,2023,6000,22.45,3,다세대,'74-4,(74-4),105,,,11290,보문동2가, ,성북구,202301,2023-01-19,2023-01,월세,6,20㎡ 초과~33㎡ 이하,보문동,서울특별시 성북구 보문동2가 74-4,37.5856076020013,127.018063978834,4.5,34000.0,중형,1514.476614699332,7.323485265629434,2.0585542878298946,False,서울 성북구 지봉로23길 13-9,171.06065159319274,보문역,,0,847.0480143176586,1105.4214813741974,146.01736067850436,3.1112906141882632,0,0,0,0,0,1,train
2011,23.02~25.02,신규,31,1,2023,1000,12.68,4,다세대,'15-5,MAIBAUM안암,42,,,11290,안암동4가, ,성북구,202301,2023-01-31,2023-01,월세,12,20㎡ 이하,안암동,서울특별시 성북구 안암동4가 15-5,37.5814227391357,127.023313771075,4.5,12200.0,소형,962.1451104100946,6.870204086230269,-0.1898004811347753,False,서울 성북구 안암로5길 54-4,543.0061961951634,보문역,,0,359.12045905585205,709.4755434538754,558.5006427801934,2.54002594900908,0,0,1,0,1,0,train
2018,23.02~25.02,신규,14,1,2023,1000,15.84,8,다세대,'114-1,(114-1),57,,,11290,보문동2가, ,성북구,202301,2023-01-14,2023-01,월세,5,20㎡ 이하,보문동,서울특별시 성북구 보문동2가 114-1,37.5846755232308,127.019214157549,4.5,16200.0,소형,1022.7272727272727,6.931205434898655,0.8566315549418438,False,서울 성북구 지봉로24길 9-1,118.8038179392723,보문역,,0,717.0682193311576,995.3503098289827,107.9784038078537,2.76253838638628,0,0,0,0,1,0,train
2019,23.02~25.02,신규,4,1,2023,13500,17.64,3,다세대,'1,(1-0),0,,,11290,안암동3가, ,성북구,202301,2023-01-04,2023-01,전세,4,20㎡ 이하,안암동,서울특별시 성북구 안암동3가 1,37.5848872840372,127.021657907378,4.5,13500.0,소형,765.3061224489795,6.641581727568584,-0.985661702610764,False,서울 성북구 고려대로8길 23,162.9308706233914,보문역,,0,524.8407681045904,781.8690399407386,186.4260778309082,2.870169050578645,1,0,1,0,1,0,train
2022,23.02~24.02,신규,31,1,2023,1000,28.28,2,다세대,'149-1,TheGoldCity,165,,,11290,안암동5가, ,성북구,202301,2023-01-31,2023-01,월세,1,20㎡ 초과~33㎡ 이하,안암동,서울특별시 성북구 안암동5가 149-1,37.5885579379589,127.028783897453,4.5,45000.0,중형,1591.2305516265913,7.372891174780014,1.687202895546139,False,서울 성북구 개운사2길 9,253.3616724327488,안암역,,0,497.0221536302352,497.0221536302352,865.4342293535547,3.342154841028372,0,0,1,1,0,1,train
2022,23.02~25.01,신규,30,1,2023,2000,28.28,5,다세대,'149-1,TheGoldCity,165,,,11290,안암동5가, ,성북구,202301,2023-01-30,2023-01,월세,1,20㎡ 초과~33㎡ 이하,안암동,서울특별시 성북구 안암동5가 149-1,37.5885579379589,127.028783897453,4.5,46000.0,중형,1626.5912305516265,7.394856428150146,1.743165818117944,False,서울 성북구 개운사2길 9,253.3616724327488,안암역,,0,497.0221536302352,497.0221536302352,865.4342293535547,3.342154841028372,0,0,1,1,0,1,train
2012,23.01~24.01,신규,28,1,2023,1000,20.45,2,다세대,'15-18,(15-18),63,,,11290,안암동5가, ,성북구,202301,2023-01-28,2023-01,월세,11,20㎡ 초과~33㎡ 이하,안암동,서울특별시 성북구 안암동5가 15-18,37.5885766181077,127.029394971863,4.5,17800.0,중형,870.4156479217604,6.770119070742402,0.1514642442192416,False,서울 성북구 개운사길 50,252.72475498357505,안암역,,0,485.4043348835692,485.4043348835692,916.1170435028008,3.017982882488811,0,0,1,1,0,1,train
2013,23.02~25.02,신규,25,1,2023,7000,12.15,4,다세대,'28,뉴스타안암,15,,,11290,안암동2가, ,성북구,202301,2023-01-25,2023-01,월세,10,20㎡ 이하,안암동,서울특별시 성북구 안암동2가 28,37.5872142206758,127.02148139002,4.5,11000.0,소형,905.3497942386832,6.809425317886983,-0.4013784960614527,False,서울 성북구 보문로26길 48,227.03527655410068,보문역,,0,690.9347463471147,858.20784474037,240.67128238702588,2.4973291697865574,0,0,1,0,1,0,train
2019,23.01~24.01,신규,12,1,2023,3000,12.12,3,다세대,'102-90,코윈,53,,,11290,안암동5가, ,성북구,202301,2023-01-12,2023-01,월세,4,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 102-90,37.5846008086626,127.029023979843,4.5,17133.333333333336,소형,1413.641364136414,7.254631325045594,1.1484357860579275,False,서울 성북구 고려대로22길 35,190.66157151314,안암역,,0,134.2946021779898,134.2946021779898,826.7405875393961,2.494856980641168,0,0,1,1,1,0,train
2008,23.01~25.01,신규,4,1,2023,8000,13.16,2,다세대,'171,승민아트빌,0,,,11290,보문동5가, ,성북구,202301,2023-01-04,2023-01,전세,15,20㎡ 이하,보문동,서울특별시 성북구 보문동5가 171,37.5820315128318,127.020029181913,4.5,8000.0,소형,607.90273556231,6.411658543234277,-1.1345777973901492,False,서울 성북구 지봉로24길 70-10,390.32121984232265,보문역,,0,620.1795847194261,956.5315442239414,393.2946483718082,2.5771819258971718,1,0,0,0,1,0,train
2022,23.01~24.01,신규,7,1,2023,2000,28.19,4,다세대,'149-1,TheGoldCity,165,,,11290,안암동5가, ,성북구,202301,2023-01-07,2023-01,월세,1,20㎡ 초과~33㎡ 이하,안암동,서울특별시 성북구 안암동5가 149-1,37.5885579379589,127.028783897453,4.5,46000.0,중형,1631.7843206810926,7.398042008730942,1.7512820185726017,False,서울 성북구 개운사2길 9,253.3616724327488,안암역,,0,497.0221536302352,497.0221536302352,865.4342293535547,3.338967305126021,0,0,1,1,0,1,train
2011,23.01~25.01,신규,7,1,2023,1000,12.68,2,다세대,'15-5,MAIBAUM안암,45,,,11290,안암동4가, ,성북구,202301,2023-01-07,2023-01,월세,12,20㎡ 이하,안암동,서울특별시 성북구 안암동4가 15-5,37.5814227391357,127.023313771075,4.5,13000.0,소형,1025.236593059937,6.933653596671498,0.0310747000041553,False,서울 성북구 안암로5길 54-4,543.0061961951634,보문역,,0,359.12045905585205,709.4755434538754,558.5006427801934,2.54002594900908,0,0,1,0,1,0,train
2013,23.02~24.02,신규,5,1,2023,1000,13.99,3,다세대,'102-91,(102-91),63,,,11290,안암동5가, ,성북구,202301,2023-01-05,2023-01,월세,10,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 102-91,37.5847491130107,127.029020414455,4.5,17800.0,소형,1272.337383845604,7.149396593958031,0.7821013552729608,False,서울 성북구 고려대로22길 31,174.28917605071155,안암역,,0,139.61355973925984,139.61355973925984,824.4621698790479,2.63834278867739,0,0,1,1,1,0,train
2013,23.05~24.05,신규,10,2,2023,9000,35.75,4,다세대,'199,태영빌,35,,,11290,보문동5가, ,성북구,202302,2023-02-10,2023-02,월세,10,33㎡ 초과,보문동,서울특별시 성북구 보문동5가 199,37.5816530339054,127.020389097902,4.8,17750.0,대형,496.5034965034965,6.209602584721682,0.1199934318114962,False,서울 성북구 보문로17길 14,433.7324459743769,보문역,,0,596.3475761496918,938.3173047476604,438.4174188879834,3.5765502691400166,0,0,0,0,0,0,train
2002,23.03~25.03,신규,26,2,2023,16537,44.33,3,다세대,'1-5,재성주택,0,,,11290,보문동2가, ,성북구,202302,2023-02-26,2023-02,전세,21,33㎡ 초과,보문동,서울특별시 성북구 보문동2가 1-5,37.587555071862,127.017641678685,4.8,16537.0,대형,373.04308594631175,5.924370993844173,-0.620449740083227,False,서울 성북구 지봉로23길 56,305.66584382578367,보문역,,0,979.5726361121102,1189.423025025264,287.66387327886355,3.7916616487569614,1,0,0,0,0,0,train
2012,23.02~24.02,신규,23,2,2023,2000,12.36,4,다세대,'15-55,큰소나무,70,,,11290,안암동5가, ,성북구,202302,2023-02-23,2023-02,월세,11,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 15-55,37.5876435799279,127.029636220866,4.8,19500.0,소형,1577.6699029126214,7.364337937880511,1.5303373612402276,False,서울 성북구 고려대로27길 27,152.75493553055347,안암역,,0,379.4999345617588,379.4999345617588,903.9568111992396,2.514465452029545,0,0,1,1,1,0,train
2012,23.02~24.02,신규,20,2,2023,2000,12.36,4,다세대,'15-55,큰소나무,60,,,11290,안암동5가, ,성북구,202302,2023-02-20,2023-02,월세,11,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 15-55,37.5876435799279,127.029636220866,4.8,17000.0,소형,1375.4045307443366,7.227229965653112,1.0530484430007527,False,서울 성북구 고려대로27길 27,152.75493553055347,안암역,,0,379.4999345617588,379.4999345617588,903.9568111992396,2.514465452029545,0,0,1,1,1,0,train
2012,23.02~25.02,신규,18,2,2023,1000,47.08,6,다세대,'15-55,큰소나무,25,,,11290,안암동5가, ,성북구,202302,2023-02-18,2023-02,월세,11,33㎡ 초과,안암동,서울특별시 성북구 안암동5가 15-55,37.5876435799279,127.029636220866,4.8,7250.0,대형,153.99320305862364,5.043381264723067,-1.8321933649648,False,서울 성북구 고려대로27길 27,152.75493553055347,안암역,,0,379.4999345617588,379.4999345617588,903.9568111992396,3.851848282392076,0,0,1,1,0,0,train
2012,23.02~24.01,신규,1,2,2023,2000,12.36,5,다세대,'15-55,큰소나무,60,,,11290,안암동5가, ,성북구,202302,2023-02-01,2023-02,월세,11,20㎡ 이하,안암동,서울특별시 성북구 안암동5가 15-55,37.5876435799279,127.029636220866,4.8,17000.0,소형,1375.4045307443366,7.227229965653112,1.0530484430007527,False,서울 성북구 고려대로27길 27,152.75493553055347,안암역,,0,379.4999345617588,379.4999345617588,903.9568111992396,2.514465452029545,0,0,1,1,1,0,train
2011,23.02~25.02,신규,2,2,2023,2000,20.47,3,다세대,'2-2,(2-2),45,,,11290,보문동2가, ,성북구,202302,2023-02-02,2023-02,월세,12,20㎡ 초과~33㎡ 이하,보문동,서울특별시 성북구 보문동2가 2-2,37.5872920463973,127.017812694376,4.8,13250.0,중형,647.2887151929654,6.474336145262468,-0.4578650849691184,False,서울 성북구 지봉로23길 50,274.1288529809032,보문역,,0,951.2446356577402,1166.4026777308086,255.61189878310088,3.018960399673198,0,0,0,0,0,1,train
2011,23.02~25.02,신규,18,2,2023,1000,14.7,4,다세대,'2-2,(2-2),45,,,11290,보문동2가, ,성북구,202302,2023-02-18,2023-02,월세,12,20㎡ 이하,보문동,서울특별시 성북구 보문동2가 2-2,37.5872920463973,127.017812694376,4.8,12250.0,소형,833.3333333333334,6.7266330027636645,0.0725896395113554,False,서울 성북구 지봉로23길 50,274.1288529809032,보문역,,0,951.2446356577402,1166.4026777308086,255.61189878310088,2.6878474937846906,0,0,0,0,1,0,train
2012,23.02~24.02,신규,4,2,2023,2000,14.45,3,다세대,'251,더에덴하우스,42,,,11290,안암동1가, ,성북구,202302,2023-02-04,2023-02,월세,11,20㎡ 이하,안암동,서울특별시 성북구 안암동1가 251,37.587470114433,127.02141636101,4.8,12500.0,소형,865.0519031141869,6.76394484107844,-0.5597013654345214,False,서울 성북구 보문로26길 49,247.94887045818595,보문역,,0,715.3587141964363,874.5907531004768,259.71937808765875,2.670694414558441,0,0,1,0,1,0,train
2016,23.03~25.03,신규,28,2,2023,25000,49.35,2,다세대,'232-1,주함해븐빌(A동),0,,,11290,보문동5가, ,성북구,202302,2023-02-28,2023-02,전세,7,33㎡ 초과,보문동,서울특별시 성북구 보문동5가 232-1,37.580820283928,127.020165051172,4.8,25000.0,대형,506.5856129685917,6.22966539219307,0.1720752112368581,False,서울 성북구 보문로15길 24,525.1901076345816,보문역,,0,641.2645793418986,989.4953288519656,528.4894722243123,3.8989377658794906,1,0,0,0,0,0,train
2011,23.04~25.04,신규,24,2,2023,1000,12.68,3,다세대,'15-5,MAIBAUM안암,47,,,11290,안암동4가, ,성북구,202302,2023-02-24,2023-02,월세,12,20㎡ 이하,안암동,서울특별시 성북구 안암동4가 15-5,37.5814227391357,127.023313771075,4.8,12750.0,소형,1005.5205047318613,6.914254617184168,-0.036455420849075,False,서울 성북구 안암로5길 54-4,543.0061961951634,보문역,,0,359.12045905585205,709.4755434538754,558.5006427801934,2.54002594900908,0,0,1,0,1,0,train
2012,23.04~25.04,신규,13,2,2023,1000,12.79,3,다세대,'74-11,베데스타2,47,,,11290,보문동2가, ,성북구,202302,2023-02-13,2023-02,월세,11,20㎡ 이하,보문동,서울특별시 성북구 보문동2가 74-11,37.5854865875137,127.018136522855,4.8,12750.0,소형,996.87255668491,6.905625569444775,0.75859446119658,False,서울 성북구 지봉로23길 5-8,164.62556409820291,보문역,,0,836.2084060729292,1097.3868311308154,139.76782674161174,2.548663615590751,0,0,0,0,1,0,train
2011,23.03~25.03,신규,28,2,2023,1000,19.92,2,다세대,'2-2,(2-2),55,,,11290,보문동2가, ,성북구,202302,2023-02-28,2023-02,월세,12,20㎡ 이하,보문동,서울특별시 성북구 보문동2가 2-2,37.5872920463973,127.017812694376,4.8,14750.0,소형,740.4618473895582,6.608623706969741,-0.3796914100281889,False,서울 성북구 지봉로23길 50,274.1288529809032,보문역,,0,951.2446356577402,1166.4026777308086,255.61189878310088,2.991724252156452,0,0,0,0,1,0,train
2004,23.03~25.03,신규,11,2,2023,6000,64.57,2,다세대,'23,(24),80,,,11290,보문동5가, ,성북구,202302,2023-02-11,2023-02,월세,19,33㎡ 초과,보문동,서울특별시 성북구 보문동5가 23,37.5834985585022,127.01863498262,4.8,26000.0,대형,402.6637757472511,6.000582293209258,-0.4226100265280209,False,서울 성북구 지봉로20길 33,257.2079686520335,보문역,,0,741.1945179625328,1049.308557102756,248.36185529687384,4.167749906638376,0,0,0,0,0,0,train
2003,23.04~25.04,신규,28,2,2023,26500,54.21,4,다세대,'46,청기와빌라(46-0),0,,,11290,보문동6가, ,성북구,202302,2023-02-28,2023-02,전세,20,33㎡ 초과,보문동,서울특별시 성북구 보문동6가 46,37.5816179646149,127.018888450546,4.8,26500.0,대형,488.839697472791,6.194078189565374,0.0796930837472454,False,서울 성북구 지봉로20길 74-12,447.2263871549597,보문역,,0,726.770827311255,1065.771625550109,444.4166293830477,3.992865393272247,1,0,0,0,0,0,train
1997,23.04~25.04,신규,13,2,2023,14700,52.96,4,다세대,'134-1,장백주택,0,,,11290,안암동3가, ,성북구,202302,2023-02-13,2023-02,전세,26,33㎡ 초과,안암동,서울특별시 성북구 안암동3가 134-1,37.5831600751501,127.024011605849,4.8,14700.0,대형,277.5679758308157,5.629662107972186,-0.5780205266823909,False,서울 성북구 보문로18길 54-1,441.4396196446324,보문역,,0,266.359959733537,585.6253038941029,462.8411154996926,3.9695369116287527,1,0,1,0,0,0,train
2017,23.03~25.02,신규,17,2,2023,1000,18.56,2,다세대,'5-4,(5-4),62,,,11290,안암동1가, ,성북구,202302,2023-02-17,2023-02,월세,6,20㎡ 이하,안암동,서울특별시 성북구 안암동1가 5-4,37.5888786683193,127.019679116523,4.8,16500.0,소형,889.0086206896552,6.791231148847427,-0.4647145305609878,False,서울 성북구 고려대로7마길 9,372.15363711536713,보문역,,0,934.3420092081054,1080.8908992522204,369.036663346123,2.9210087273580543,0,0,1,0,1,0,train
1997,23.02~25.02,신규,15,2,2023,1000,48.42,4,연립,'103-125,(103-125),120,,,11290,안암동5가, ,성북구,202302,2023-02-15,2023-02,월세,26,33㎡ 초과,안암동,서울특별시 성북구 안암동5가 103-125,37.5849276822978,127.030480316289,4.8,31000.0,대형,640.2313093762907,6.463390248888715,1.2054919330704412,False,서울 성북구 고려대로24가길 14-21,188.70404179226668,안암역,,0,69.81663518882324,69.81663518882324,950.760026363707,3.8799129515099127,0,1,1,1,0,0,train
2001,23.03~25.02,신규,21,2,2023,8000,24.32,5,다세대,'87-1,성종그린빌,35,,,11290,안암동1가, ,성북구,202302,2023-02-21,2023-02,월세,22,20㎡ 초과~33㎡ 이하,안암동,서울특별시 성북구 안암동1가 87-1,37.5885002460396,127.020243888353,4.8,16750.0,중형,688.733552631579,6.536305367407622,-0.4442447128075707,False,서울 성북구 고려대로7길 56-10,329.65675434854785,보문역,,0,869.5720219062839,1017.2665265417684,330.18323887487173,3.1912990570979662,0,0,1,0,0,1,train
2013,23.03~25.03,신규,24,2,2023,14000,22.68,1,다세대,'3-15,해마루,0,,,11290,보문동1가, ,성북구,202302,2023-02-24,2023-02,전세,10,20㎡ 초과~33㎡ 이하,보문동,서울특별시 성북구 보문동1가 3-15,37.5880247363267,127.018952681536,4.8,14000.0,중형,617.283950617284,6.426947818953301,-0.5982984900197822,False,서울 성북구 보문로30길 12-11,291.21387759176537,보문역,,0,916.6989953998028,1098.5570071510106,282.2828484896454,3.121483478859551,1,0,0,0,0,1,train
1993,23.03~24.03,신규,13,2,2023,4000,41.13,2,다세대,'29-3,(29-3),55,,,11290,안암동4가, ,성북구,202302,2023-02-13,2023-02,월세,30,33㎡ 초과,안암동,서울특별시 성북구 안암동4가 29-3,37.5805495118194,127.025834715366,4.8,17750.0,대형,431.55847313396544,6.069717515231116,0.3633466448336367,False,서울 성북구 안암로 31-5,706.8330305921122,안암역,,0,270.4916743569961,585.5965443337467,775.0699554946127,3.716737782242333,0,0,1,1,0,0,train
1995,23.03~25.03,신규,11,2,2023,13000,76.14,1,연립,'23-2,(23-2),50,,,11290,안암동4가, ,성북구,202302,2023-02-11,2023-02,월세,28,33㎡ 초과,안암동,서울특별시 성북구 안암동4가 23-2,37.5812321271456,127.026141869986,4.8,25500.0,대형,334.9093774625689,5.816841413652108,-0.1776062819130652,False,서울 성북구 안암로9가길 9-26,626.6578560096972,안암역,,0,190.0326104790797,513.6663332510332,742.8419388657383,4.332573750954351,0,1,1,1,0,0,train
2002,23.03~25.03,신규,17,2,2023,1000,27.72,2,다세대,'74-5,승화빌,70,,,11290,보문동2가, ,성북구,202302,2023-02-17,2023-02,월세,21,20㎡ 초과~33㎡ 이하,보문동,서울특별시 성북구 보문동2가 74-5,37.5855547382236,127.017903081971,4.8,18500.0,중형,667.3881673881674,6.504869093674307,-0.3673819165251354,False,서울 성북구 지봉로23길 13-11,185.0868867414957,보문역,,0,858.1280943493584,1118.7296200670005,160.10005084563207,3.3221541743217022,0,0,0,0,0,1,train
